branch,strategy,K,source_cap,calibration_upweight,mean_balanced_accuracy,std_balanced_accuracy,n
riemann,transfer_plus_cal,24,all,100,0.63125,0.15296331397995014,60
riemann,transfer_plus_cal,24,all,25,0.6145833333333334,0.14194783497153926,60
riemann,transfer_plus_cal,24,all,5,0.5802083333333333,0.13074289985150978,60
riemann,transfer_plus_cal,24,all,50,0.6260416666666667,0.14349030829100037,60
riemann,within_only,4,none,none,0.5574074074074074,0.082285735805677,60
riemann,within_only,8,none,none,0.615625,0.1233068593704203,60
riemann,within_only,12,none,none,0.6416666666666667,0.1207047696484625,60
riemann,within_only,16,none,none,0.6611111111111111,0.14050844807310384,60
riemann,within_only,24,none,none,0.6802083333333333,0.16398912974688676,60
sjepa,transfer_only,0,200,none,0.5183333333333333,0.08982877623316497,60
sjepa,transfer_only,0,24,none,0.5045833333333333,0.06988059832742469,60
sjepa,transfer_only,0,48,none,0.5029166666666667,0.09183760384627851,60
sjepa,transfer_only,0,96,none,0.5095833333333333,0.08973733642148399,60
sjepa,transfer_only,0,all,none,0.5291666666666667,0.08287302246875845,60
sjepa,transfer_only,4,200,none,0.5069444444444444,0.07916852510456185,60
sjepa,transfer_only,4,24,none,0.5060185185185185,0.0805550143930564,60
sjepa,transfer_only,4,48,none,0.4986111111111111,0.0954643336748114,60
sjepa,transfer_only,4,96,none,0.48564814814814816,0.09696855077588777,60
sjepa,transfer_only,4,all,none,0.5282407407407407,0.08997274509235872,60
sjepa,transfer_only,8,200,none,0.515625,0.0903332167166258,60
sjepa,transfer_only,8,24,none,0.4895833333333333,0.11616936484152614,60
sjepa,transfer_only,8,48,none,0.4744791666666667,0.10039838327234445,60
sjepa,transfer_only,8,96,none,0.49375,0.08946788316845364,60
sjepa,transfer_only,8,all,none,0.5307291666666667,0.08543485837009102,60
sjepa,transfer_only,12,200,none,0.48928571428571427,0.09825967474191745,60
sjepa,transfer_only,12,24,none,0.506547619047619,0.09448921163262217,60
sjepa,transfer_only,12,48,none,0.5023809523809524,0.10435573179930345,60
sjepa,transfer_only,12,96,none,0.48095238095238096,0.11168086749801916,60
sjepa,transfer_only,12,all,none,0.5261904761904762,0.09991060226321422,60
sjepa,transfer_only,16,200,none,0.49444444444444446,0.11182094354341841,60
sjepa,transfer_only,16,24,none,0.5180555555555555,0.10993670780859136,60
sjepa,transfer_only,16,48,none,0.5173611111111112,0.10300672443751985,60
sjepa,transfer_only,16,96,none,0.5263888888888889,0.10573443560433603,60
sjepa,transfer_only,16,all,none,0.5375,0.10975812304512111,60
sjepa,transfer_only,24,200,none,0.5166666666666667,0.11951230936767761,60
sjepa,transfer_only,24,24,none,0.48333333333333334,0.15260219322975366,60
sjepa,transfer_only,24,48,none,0.503125,0.14529384676158746,60
sjepa,transfer_only,24,96,none,0.4864583333333333,0.13716816017817932,60
sjepa,transfer_only,24,all,none,0.5354166666666667,0.1343764370570904,60
sjepa,transfer_plus_cal,4,200,1,0.4949074074074074,0.08850725316848494,60
sjepa,transfer_plus_cal,4,200,10,0.5023148148148148,0.08965239227331984,60
sjepa,transfer_plus_cal,4,200,100,0.5074074074074074,0.08525202759775158,60
sjepa,transfer_plus_cal,4,200,25,0.5018518518518519,0.08677251411335313,60
sjepa,transfer_plus_cal,4,200,5,0.499537037037037,0.08982727180457017,60
sjepa,transfer_plus_cal,4,200,50,0.5055555555555555,0.08646047227706843,60
sjepa,transfer_plus_cal,4,24,1,0.5060185185185185,0.08104059873096205,60
sjepa,transfer_plus_cal,4,24,10,0.5152777777777778,0.08893963358516875,60
sjepa,transfer_plus_cal,4,24,100,0.5157407407407407,0.09600280011493739,60
sjepa,transfer_plus_cal,4,24,25,0.5185185185185185,0.09522314772246712,60
sjepa,transfer_plus_cal,4,24,5,0.5138888888888888,0.08865612178822957,60
sjepa,transfer_plus_cal,4,24,50,0.5175925925925926,0.09581189430579708,60
sjepa,transfer_plus_cal,4,48,1,0.48333333333333334,0.1001150206894557,60
sjepa,transfer_plus_cal,4,48,10,0.49259259259259264,0.09809157544736577,60
sjepa,transfer_plus_cal,4,48,100,0.4967592592592593,0.09375951743092072,60
sjepa,transfer_plus_cal,4,48,25,0.4930555555555555,0.09521742500557005,60
sjepa,transfer_plus_cal,4,48,5,0.4930555555555555,0.09752441600918521,60
sjepa,transfer_plus_cal,4,48,50,0.4935185185185185,0.09295753567438861,60
sjepa,transfer_plus_cal,4,96,1,0.475,0.0898575981610309,60
sjepa,transfer_plus_cal,4,96,10,0.48564814814814816,0.09492396086099397,60
sjepa,transfer_plus_cal,4,96,100,0.4930555555555555,0.09739022342273475,60
sjepa,transfer_plus_cal,4,96,25,0.4861111111111111,0.09423372970982345,60
sjepa,transfer_plus_cal,4,96,5,0.47962962962962963,0.09607088882543889,60
sjepa,transfer_plus_cal,4,96,50,0.4907407407407407,0.09726144845832393,60
sjepa,transfer_plus_cal,4,all,1,0.5074074074074074,0.09566162961659476,60
sjepa,transfer_plus_cal,4,all,10,0.5180555555555555,0.09330275371165556,60
sjepa,transfer_plus_cal,4,all,100,0.5222222222222223,0.09174438866797853,60
sjepa,transfer_plus_cal,4,all,25,0.5180555555555555,0.09189038499295553,60
sjepa,transfer_plus_cal,4,all,5,0.5171296296296296,0.0959653307320824,60
sjepa,transfer_plus_cal,4,all,50,0.5208333333333334,0.09013733099556463,60
sjepa,transfer_plus_cal,8,200,1,0.5067708333333333,0.10196877940757187,60
sjepa,transfer_plus_cal,8,200,10,0.5317708333333333,0.09250437795029896,60
sjepa,transfer_plus_cal,8,200,100,0.5458333333333333,0.10363920126838116,60
sjepa,transfer_plus_cal,8,200,25,0.55,0.0986870910968225,60
sjepa,transfer_plus_cal,8,200,5,0.5265625,0.0907582305297889,60
sjepa,transfer_plus_cal,8,200,50,0.5463541666666667,0.10219577932993666,60
sjepa,transfer_plus_cal,8,24,1,0.5213541666666667,0.09339474828794368,60
sjepa,transfer_plus_cal,8,24,10,0.5369791666666667,0.09806315298760317,60
sjepa,transfer_plus_cal,8,24,100,0.5401041666666667,0.10229291080514182,60
sjepa,transfer_plus_cal,8,24,25,0.5427083333333333,0.10031179323280948,60
sjepa,transfer_plus_cal,8,24,5,0.5296875,0.10022237589100194,60
sjepa,transfer_plus_cal,8,24,50,0.5411458333333333,0.10154586184880117,60
sjepa,transfer_plus_cal,8,48,1,0.5088541666666667,0.095601710542311,60
sjepa,transfer_plus_cal,8,48,10,0.5208333333333334,0.10635069173620058,60
sjepa,transfer_plus_cal,8,48,100,0.5338541666666666,0.09819809073865701,60
sjepa,transfer_plus_cal,8,48,25,0.521875,0.10644921503400542,60
sjepa,transfer_plus_cal,8,48,5,0.521875,0.10472484629830399,60
sjepa,transfer_plus_cal,8,48,50,0.5223958333333333,0.1019687794075719,60
sjepa,transfer_plus_cal,8,96,1,0.5041666666666667,0.0994001251860663,60
sjepa,transfer_plus_cal,8,96,10,0.5197916666666667,0.07930082670325202,60
sjepa,transfer_plus_cal,8,96,100,0.5317708333333333,0.08697094648899763,60
sjepa,transfer_plus_cal,8,96,25,0.5213541666666667,0.08307748950230534,60
sjepa,transfer_plus_cal,8,96,5,0.515625,0.0824792924705388,60
sjepa,transfer_plus_cal,8,96,50,0.5286458333333334,0.08558970776655901,60
sjepa,transfer_plus_cal,8,all,1,0.515625,0.09923902727202795,60
sjepa,transfer_plus_cal,8,all,10,0.5458333333333333,0.07835594396599573,60
sjepa,transfer_plus_cal,8,all,100,0.5572916666666666,0.07679841219595109,60
sjepa,transfer_plus_cal,8,all,25,0.5536458333333333,0.08056911302645732,60
sjepa,transfer_plus_cal,8,all,5,0.534375,0.08291961213290365,60
sjepa,transfer_plus_cal,8,all,50,0.5526041666666667,0.08023973998072988,60
sjepa,transfer_plus_cal,12,200,1,0.48988095238095236,0.10336178721772897,60
sjepa,transfer_plus_cal,12,200,10,0.5291666666666667,0.11090873080968139,60
sjepa,transfer_plus_cal,12,200,100,0.5363095238095238,0.10004574936433379,60
sjepa,transfer_plus_cal,12,200,25,0.5363095238095238,0.10933821608898256,60
sjepa,transfer_plus_cal,12,200,5,0.5136904761904761,0.1096541185363309,60
sjepa,transfer_plus_cal,12,200,50,0.5410714285714285,0.10476064365665487,60
sjepa,transfer_plus_cal,12,24,1,0.5166666666666667,0.09402475687833609,60
sjepa,transfer_plus_cal,12,24,10,0.5273809523809524,0.09672219368411024,60
sjepa,transfer_plus_cal,12,24,100,0.5303571428571429,0.09704760498866866,60
sjepa,transfer_plus_cal,12,24,25,0.5291666666666667,0.09652642032772399,60
sjepa,transfer_plus_cal,12,24,5,0.5261904761904762,0.0931933443090128,60
sjepa,transfer_plus_cal,12,24,50,0.530952380952381,0.09741262452362215,60
sjepa,transfer_plus_cal,12,48,1,0.518452380952381,0.10407049059444153,60
sjepa,transfer_plus_cal,12,48,10,0.525,0.09803941067933214,60
sjepa,transfer_plus_cal,12,48,100,0.5220238095238094,0.09598739239919193,60
sjepa,transfer_plus_cal,12,48,25,0.5208333333333334,0.0984776167502398,60
sjepa,transfer_plus_cal,12,48,5,0.5255952380952381,0.09930832799995393,60
sjepa,transfer_plus_cal,12,48,50,0.5261904761904762,0.09882277204376964,60
sjepa,transfer_plus_cal,12,96,1,0.49702380952380953,0.09512768519341318,60
sjepa,transfer_plus_cal,12,96,10,0.5279761904761905,0.0844877095549199,60
sjepa,transfer_plus_cal,12,96,100,0.5416666666666666,0.09115279484129506,60
sjepa,transfer_plus_cal,12,96,25,0.5369047619047619,0.09110534825448992,60
sjepa,transfer_plus_cal,12,96,5,0.5178571428571429,0.08907359791615091,60
sjepa,transfer_plus_cal,12,96,50,0.5380952380952381,0.09457497146559551,60
sjepa,transfer_plus_cal,12,all,1,0.5154761904761904,0.11010173172758514,60
sjepa,transfer_plus_cal,12,all,10,0.5363095238095238,0.1081453637161624,60
sjepa,transfer_plus_cal,12,all,100,0.530952380952381,0.09310050681861809,60
sjepa,transfer_plus_cal,12,all,25,0.5357142857142858,0.10334261273577508,60
sjepa,transfer_plus_cal,12,all,5,0.5261904761904762,0.11195154689758174,60
sjepa,transfer_plus_cal,12,all,50,0.5351190476190477,0.09122984291579782,60
sjepa,transfer_plus_cal,16,200,1,0.5055555555555555,0.11260762446325179,60
sjepa,transfer_plus_cal,16,200,10,0.5375,0.09034746694527465,60
sjepa,transfer_plus_cal,16,200,100,0.5381944444444444,0.08988761117535776,60
sjepa,transfer_plus_cal,16,200,25,0.5423611111111111,0.08929641896191846,60
sjepa,transfer_plus_cal,16,200,5,0.5430555555555556,0.09488032241021008,60
sjepa,transfer_plus_cal,16,200,50,0.5375,0.09196151860400527,60
sjepa,transfer_plus_cal,16,24,1,0.5298611111111111,0.111194207392696,60
sjepa,transfer_plus_cal,16,24,10,0.5319444444444444,0.1154207755562502,60
sjepa,transfer_plus_cal,16,24,100,0.5354166666666667,0.11604581576227643,60
sjepa,transfer_plus_cal,16,24,25,0.5291666666666667,0.11591261563469626,60
sjepa,transfer_plus_cal,16,24,5,0.5354166666666667,0.1165518502819373,60
sjepa,transfer_plus_cal,16,24,50,0.5305555555555556,0.11781783421455412,60
sjepa,transfer_plus_cal,16,48,1,0.5201388888888888,0.09987388076473329,60
sjepa,transfer_plus_cal,16,48,10,0.5430555555555556,0.11116112339607184,60
sjepa,transfer_plus_cal,16,48,100,0.5534722222222223,0.11250959016109335,60
sjepa,transfer_plus_cal,16,48,25,0.5513888888888889,0.10966872161052177,60
sjepa,transfer_plus_cal,16,48,5,0.5395833333333333,0.10941576789317653,60
sjepa,transfer_plus_cal,16,48,50,0.5513888888888889,0.11020404233918574,60
sjepa,transfer_plus_cal,16,96,1,0.5215277777777778,0.10334895620311653,60
sjepa,transfer_plus_cal,16,96,10,0.5298611111111111,0.10851561876815372,60
sjepa,transfer_plus_cal,16,96,100,0.5354166666666667,0.11138810224630769,60
sjepa,transfer_plus_cal,16,96,25,0.5402777777777777,0.1116892913527865,60
sjepa,transfer_plus_cal,16,96,5,0.5256944444444445,0.09975596006939126,60
sjepa,transfer_plus_cal,16,96,50,0.5402777777777777,0.10956134359364136,60
sjepa,transfer_plus_cal,16,all,1,0.5104166666666666,0.11471968004916942,60
sjepa,transfer_plus_cal,16,all,10,0.5354166666666667,0.09878767249656273,60
sjepa,transfer_plus_cal,16,all,100,0.5402777777777777,0.10348411027652404,60
sjepa,transfer_plus_cal,16,all,25,0.5444444444444444,0.10144514472647283,60
sjepa,transfer_plus_cal,16,all,5,0.53125,0.11027299842115006,60
sjepa,transfer_plus_cal,16,all,50,0.538888888888889,0.0993939576626104,60
sjepa,transfer_plus_cal,24,200,1,0.5302083333333333,0.14758457189551327,60
sjepa,transfer_plus_cal,24,200,10,0.534375,0.13040486580424723,60
sjepa,transfer_plus_cal,24,200,100,0.5260416666666666,0.13033715379043725,60
sjepa,transfer_plus_cal,24,200,25,0.5291666666666667,0.1299174009647912,60
sjepa,transfer_plus_cal,24,200,5,0.5291666666666667,0.1358952321617421,60
sjepa,transfer_plus_cal,24,200,50,0.5302083333333333,0.1247304650533677,60
sjepa,transfer_plus_cal,24,24,1,0.525,0.12188925927014131,60
sjepa,transfer_plus_cal,24,24,10,0.5354166666666667,0.14752848523184348,60
sjepa,transfer_plus_cal,24,24,100,0.5229166666666667,0.150461272867035,60
sjepa,transfer_plus_cal,24,24,25,0.525,0.15012353669956768,60
sjepa,transfer_plus_cal,24,24,5,0.5385416666666667,0.127668376413888,60
sjepa,transfer_plus_cal,24,24,50,0.5197916666666667,0.15025211275388328,60
sjepa,transfer_plus_cal,24,48,1,0.5395833333333333,0.14416927922912814,60
sjepa,transfer_plus_cal,24,48,10,0.5375,0.15144082023648148,60
sjepa,transfer_plus_cal,24,48,100,0.5364583333333334,0.1492795492613895,60
sjepa,transfer_plus_cal,24,48,25,0.5395833333333333,0.14824479202178376,60
sjepa,transfer_plus_cal,24,48,5,0.5385416666666667,0.14559731708701867,60
sjepa,transfer_plus_cal,24,48,50,0.5364583333333334,0.15104318867341476,60
sjepa,transfer_plus_cal,24,96,1,0.528125,0.13091158955440507,60
sjepa,transfer_plus_cal,24,96,10,0.5520833333333334,0.13477002277787156,60
sjepa,transfer_plus_cal,24,96,100,0.5395833333333333,0.13902594461767254,60
sjepa,transfer_plus_cal,24,96,25,0.5447916666666667,0.13619938934588544,60
sjepa,transfer_plus_cal,24,96,5,0.5447916666666667,0.12344995869687395,60
sjepa,transfer_plus_cal,24,96,50,0.5427083333333333,0.14441017651786486,60
sjepa,transfer_plus_cal,24,all,1,0.5260416666666666,0.1272528276022516,60
sjepa,transfer_plus_cal,24,all,10,0.5739583333333333,0.12735684191913604,60
sjepa,transfer_plus_cal,24,all,100,0.5541666666666667,0.12365091193597752,60
sjepa,transfer_plus_cal,24,all,25,0.5625,0.12967936338575847,60
sjepa,transfer_plus_cal,24,all,5,0.5645833333333333,0.1291507188988524,60
sjepa,transfer_plus_cal,24,all,50,0.5635416666666667,0.1257875964509377,60
sjepa,within_only,4,none,none,0.5259259259259259,0.09552482023694227,60
sjepa,within_only,8,none,none,0.5463541666666667,0.09923763735995186,60
sjepa,within_only,12,none,none,0.5244047619047619,0.0924071015053738,60
sjepa,within_only,16,none,none,0.5506944444444444,0.11762411470581374,60
sjepa,within_only,24,none,none,0.5229166666666667,0.1270836227652534,60
