subject_id,split_id,model_name,n_train,n_test,train_class_counts,test_class_counts,n_channels_used,n_times,window_s,accuracy,balanced_accuracy,kappa,precision_macro,sensitivity_macro,confusion_matrix,n_filter_bands
8,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",
8,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
8,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",
8,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",6.0
8,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[3, 5], [6, 2]]",
8,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[1, 7], [1, 7]]",6.0
8,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
8,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[1, 7], [3, 5]]",6.0
8,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[6, 2], [7, 1]]",
8,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[3, 5], [6, 2]]",6.0
8,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.25,0.25,"[[2, 6], [6, 2]]",
8,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.23333333333333334,0.25,"[[3, 5], [7, 1]]",6.0
9,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[1, 7], [3, 5]]",
9,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
9,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
9,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[1, 7], [3, 5]]",6.0
9,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
9,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
9,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.25,0.25,"[[2, 6], [6, 2]]",
9,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",6.0
9,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",
9,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",6.0
9,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
9,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",6.0
9,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[5, 3], [7, 1]]",
9,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",6.0
9,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
9,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",6.0
9,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.21428571428571427,0.375,"[[6, 2], [8, 0]]",
9,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",6.0
9,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
9,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",6.0
10,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.7666666666666666,0.75,"[[7, 1], [3, 5]]",
10,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",6.0
10,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",
10,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[2, 6], [1, 7]]",6.0
10,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[1, 7], [4, 4]]",
10,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[2, 6], [1, 7]]",6.0
10,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",
10,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
10,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
10,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
10,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",
10,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",6.0
10,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",
10,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[1, 7], [1, 7]]",6.0
10,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",
10,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",6.0
10,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
10,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",6.0
10,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",
10,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",6.0
11,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8174603174603174,0.8125,"[[7, 1], [2, 6]]",
11,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8636363636363636,0.8125,"[[5, 3], [0, 8]]",6.0
11,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[2, 6], [5, 3]]",
11,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[7, 1], [7, 1]]",6.0
11,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
11,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[6, 2], [7, 1]]",6.0
11,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",
11,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
11,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",
11,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.23333333333333334,0.25,"[[3, 5], [7, 1]]",6.0
11,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
11,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",6.0
11,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",
11,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",6.0
11,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
11,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[3, 5], [1, 7]]",6.0
11,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.7666666666666666,0.5625,"[[1, 7], [0, 8]]",
11,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",6.0
11,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",
11,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",6.0
12,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
12,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[6, 2], [7, 1]]",6.0
12,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[3, 5], [1, 7]]",
12,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[7, 1], [6, 2]]",6.0
12,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",
12,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
12,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
12,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[7, 1], [7, 1]]",6.0
12,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",
12,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[4, 4], [1, 7]]",6.0
12,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
12,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.25,0.5,"[[8, 0], [8, 0]]",6.0
12,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",
12,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",6.0
12,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
12,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",6.0
12,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
12,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",6.0
12,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",
12,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.7857142857142857,0.625,"[[8, 0], [6, 2]]",6.0
13,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",
13,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",6.0
13,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
13,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",6.0
13,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
13,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[2, 6], [5, 3]]",6.0
13,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",
13,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",6.0
13,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
13,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",6.0
13,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
13,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[7, 1], [6, 2]]",6.0
13,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
13,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",6.0
13,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
13,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",6.0
13,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
13,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",6.0
13,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",
13,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",6.0
14,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",
14,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
14,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
14,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",6.0
14,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.1875,0.1875,-0.625,0.18253968253968253,0.1875,"[[1, 7], [6, 2]]",
14,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[5, 3], [7, 1]]",6.0
14,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.1875,0.1875,-0.625,0.18253968253968253,0.1875,"[[1, 7], [6, 2]]",
14,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[1, 7], [4, 4]]",6.0
14,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
14,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",6.0
14,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
14,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
14,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
14,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[6, 2], [7, 1]]",6.0
14,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",
14,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.23333333333333334,0.25,"[[3, 5], [7, 1]]",6.0
14,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",
14,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
14,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
14,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",6.0
15,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",
15,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
15,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
15,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",6.0
15,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
15,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
15,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[4, 4], [1, 7]]",
15,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
15,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
15,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",6.0
15,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[4, 4], [6, 2]]",
15,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",6.0
15,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
15,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",6.0
15,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",
15,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",6.0
15,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",
15,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
