index,experiment_name,sweep_group,evaluation_mode,resample_sfreq,filter_enabled,filter_low,filter_high,filter_method,demean_mode,detrend_mode,eog_correction,artifact_clip_mode,artifact_clip_abs_value,artifact_clip_percentile,normalization_mode,mi_window_start_s,learning_rate,batch_size,optimizer_name,weight_decay,augmentation_noise_fraction,augmentation_time_shift_samples,augmentation_channel_dropout_prob,seed
112,s112_B_artifact_none_absolute_none_train_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,150.0,99.5,train_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
113,s113_B_artifact_none_absolute_none_train_channel_robust,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,150.0,99.5,train_channel_robust,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
114,s114_B_artifact_none_absolute_none_trial_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,150.0,99.5,trial_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
115,s115_B_artifact_none_absolute_none_train_global_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,150.0,99.5,train_global_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
116,s116_B_artifact_none_absolute_none_none,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,250.0,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
117,s117_B_artifact_none_absolute_none_train_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,250.0,99.5,train_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
118,s118_B_artifact_none_absolute_none_train_channel_robust,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,250.0,99.5,train_channel_robust,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
119,s119_B_artifact_none_absolute_none_trial_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,250.0,99.5,trial_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
120,s120_B_artifact_none_absolute_none_train_global_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,absolute,250.0,99.5,train_global_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
121,s121_B_artifact_none_none_linear_none,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,linear,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
122,s122_B_artifact_none_none_linear_train_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,linear,none,none,,99.5,train_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
123,s123_B_artifact_none_none_linear_train_channel_robust,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,linear,none,none,,99.5,train_channel_robust,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
124,s124_B_artifact_none_none_linear_trial_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,linear,none,none,,99.5,trial_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
125,s125_B_artifact_none_none_linear_train_global_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,linear,none,none,,99.5,train_global_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
126,s126_B_artifact_none_none_constant_none,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,constant,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
127,s127_B_artifact_none_none_constant_train_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,constant,none,none,,99.5,train_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
128,s128_B_artifact_none_none_constant_train_channel_robust,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,constant,none,none,,99.5,train_channel_robust,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
129,s129_B_artifact_none_none_constant_trial_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,constant,none,none,,99.5,trial_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
130,s130_B_artifact_none_none_constant_train_global_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,constant,none,none,,99.5,train_global_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
131,s131_B_artifact_linear_regression_percentile_none_none,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,linear_regression,percentile,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
132,s132_B_artifact_linear_regression_percentile_none_train_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,linear_regression,percentile,,99.5,train_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
133,s133_B_artifact_linear_regression_percentile_none_train_channel_robust,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,linear_regression,percentile,,99.5,train_channel_robust,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
134,s134_B_artifact_linear_regression_percentile_none_trial_channel_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,linear_regression,percentile,,99.5,trial_channel_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
135,s135_B_artifact_linear_regression_percentile_none_train_global_zscore,B_artifact,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,linear_regression,percentile,,99.5,train_global_zscore,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
136,s136_C_filter_rs128_fir_0p5_40p0,C_filter,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
137,s137_C_filter_rs128_fir_1p0_40p0,C_filter,stratified_kfold,128,True,1.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
138,s138_C_filter_rs128_fir_8p0_30p0,C_filter,stratified_kfold,128,True,8.0,30.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
139,s139_C_filter_rs128_fir_4p0_40p0,C_filter,stratified_kfold,128,True,4.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
140,s140_C_filter_rs128_fir_0p5_35p0,C_filter,stratified_kfold,128,True,0.5,35.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
141,s141_C_filter_rs128_fir_0p5_30p0,C_filter,stratified_kfold,128,True,0.5,30.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
142,s142_C_filter_rs128_iir_0p5_40p0,C_filter,stratified_kfold,128,True,0.5,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
143,s143_C_filter_rs128_iir_1p0_40p0,C_filter,stratified_kfold,128,True,1.0,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
144,s144_C_filter_rs128_iir_8p0_30p0,C_filter,stratified_kfold,128,True,8.0,30.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
145,s145_C_filter_rs128_iir_4p0_40p0,C_filter,stratified_kfold,128,True,4.0,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
146,s146_C_filter_rs128_iir_0p5_35p0,C_filter,stratified_kfold,128,True,0.5,35.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
147,s147_C_filter_rs128_iir_0p5_30p0,C_filter,stratified_kfold,128,True,0.5,30.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
148,s148_C_filter_rs250_fir_0p5_40p0,C_filter,stratified_kfold,250,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
149,s149_C_filter_rs250_fir_1p0_40p0,C_filter,stratified_kfold,250,True,1.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
150,s150_C_filter_rs250_fir_8p0_30p0,C_filter,stratified_kfold,250,True,8.0,30.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
151,s151_C_filter_rs250_fir_4p0_40p0,C_filter,stratified_kfold,250,True,4.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
152,s152_C_filter_rs250_fir_0p5_35p0,C_filter,stratified_kfold,250,True,0.5,35.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
153,s153_C_filter_rs250_fir_0p5_30p0,C_filter,stratified_kfold,250,True,0.5,30.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
154,s154_C_filter_rs250_iir_0p5_40p0,C_filter,stratified_kfold,250,True,0.5,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
155,s155_C_filter_rs250_iir_1p0_40p0,C_filter,stratified_kfold,250,True,1.0,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
156,s156_C_filter_rs250_iir_8p0_30p0,C_filter,stratified_kfold,250,True,8.0,30.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
157,s157_C_filter_rs250_iir_4p0_40p0,C_filter,stratified_kfold,250,True,4.0,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
158,s158_C_filter_rs250_iir_0p5_35p0,C_filter,stratified_kfold,250,True,0.5,35.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
159,s159_C_filter_rs250_iir_0p5_30p0,C_filter,stratified_kfold,250,True,0.5,30.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
160,s160_C_filter_rs128_fir_0p5_40p0_notch,C_filter,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
161,s161_C_filter_rs250_fir_0p5_40p0_notch,C_filter,stratified_kfold,250,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
162,s162_C_filter_rs128_fir_nofilter,C_filter,stratified_kfold,128,False,,,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
163,s163_C_filter_rs250_fir_nofilter,C_filter,stratified_kfold,250,False,,,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
164,s164_C_filter_rs128_fir_1p0_35p0_notch,C_filter,stratified_kfold,128,True,1.0,35.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
165,s165_C_filter_rs250_fir_1p0_35p0_notch,C_filter,stratified_kfold,250,True,1.0,35.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
166,s166_C_filter_rs128_iir_0p5_40p0_notch,C_filter,stratified_kfold,128,True,0.5,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
167,s167_C_filter_rs250_iir_0p5_40p0_notch,C_filter,stratified_kfold,250,True,0.5,40.0,iir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
168,s168_D_trainhp_lr0.0001_bs16_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0001,16,adam,0.0,0.0,0,0.0,2026
169,s169_D_trainhp_lr0.0001_bs16_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0001,16,adam,0.0,0.01,0,0.0,2026
170,s170_D_trainhp_lr0.0001_bs16_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0001,16,adam,0.0,0.02,0,0.0,2026
171,s171_D_trainhp_lr0.0003_bs16_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adam,0.0,0.0,0,0.0,2026
172,s172_D_trainhp_lr0.0003_bs16_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adam,0.0,0.01,0,0.0,2026
173,s173_D_trainhp_lr0.0003_bs16_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adam,0.0,0.02,0,0.0,2026
174,s174_D_trainhp_lr0.0005_bs16_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
175,s175_D_trainhp_lr0.0005_bs16_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.01,0,0.0,2026
176,s176_D_trainhp_lr0.0005_bs16_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.02,0,0.0,2026
177,s177_D_trainhp_lr0.001_bs16_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.001,16,adam,0.0,0.0,0,0.0,2026
178,s178_D_trainhp_lr0.001_bs16_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.001,16,adam,0.0,0.01,0,0.0,2026
179,s179_D_trainhp_lr0.001_bs16_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.001,16,adam,0.0,0.02,0,0.0,2026
180,s180_D_trainhp_lr0.0003_bs8_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,8,adam,0.0,0.0,0,0.0,2026
181,s181_D_trainhp_lr0.0003_bs8_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,8,adam,0.0,0.01,0,0.0,2026
182,s182_D_trainhp_lr0.0003_bs8_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,8,adam,0.0,0.02,0,0.0,2026
183,s183_D_trainhp_lr0.0005_bs8_adam_wd0_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,8,adam,0.0,0.0,0,0.0,2026
184,s184_D_trainhp_lr0.0005_bs8_adam_wd0_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,8,adam,0.0,0.01,0,0.0,2026
185,s185_D_trainhp_lr0.0005_bs8_adam_wd0_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,8,adam,0.0,0.02,0,0.0,2026
186,s186_D_trainhp_lr0.0003_bs16_adamw_wd0.0001_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adamw,0.0001,0.0,0,0.0,2026
187,s187_D_trainhp_lr0.0003_bs16_adamw_wd0.0001_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adamw,0.0001,0.01,0,0.0,2026
188,s188_D_trainhp_lr0.0003_bs16_adamw_wd0.0001_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0003,16,adamw,0.0001,0.02,0,0.0,2026
189,s189_D_trainhp_lr0.0005_bs16_adamw_wd0.0001_noise0.0,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adamw,0.0001,0.0,0,0.0,2026
190,s190_D_trainhp_lr0.0005_bs16_adamw_wd0.0001_noise0.01,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adamw,0.0001,0.01,0,0.0,2026
191,s191_D_trainhp_lr0.0005_bs16_adamw_wd0.0001_noise0.02,D_trainhp,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adamw,0.0001,0.02,0,0.0,2026
192,s192_E_finaleval_p00_current_moabb_stratified_kfold,E_finaleval,stratified_kfold,128,True,0.5,40.0,fir,none,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
193,s193_E_finaleval_p00_current_moabb_liu2024_repeated_60_40,E_finaleval,liu2024_repeated_60_40,128,True,0.5,40.0,fir,none,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
194,s194_E_finaleval_p01_liu_mean_stratified_kfold,E_finaleval,stratified_kfold,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
195,s195_E_finaleval_p01_liu_mean_liu2024_repeated_60_40,E_finaleval,liu2024_repeated_60_40,128,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
196,s196_E_finaleval_p11_1_40_trial_stratified_kfold,E_finaleval,stratified_kfold,128,True,1.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
197,s197_E_finaleval_p11_1_40_trial_liu2024_repeated_60_40,E_finaleval,liu2024_repeated_60_40,128,True,1.0,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
198,s198_E_finaleval_p26_rs250_diag_stratified_kfold,E_finaleval,stratified_kfold,250,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
199,s199_E_finaleval_p26_rs250_diag_liu2024_repeated_60_40,E_finaleval,liu2024_repeated_60_40,250,True,0.5,40.0,fir,trial_mean,none,none,none,,99.5,none,2.0,0.0005,16,adam,0.0,0.0,0,0.0,2026
